CandidateID,CandidateName,Department,HireDate,HireSource,RoleHiredFor,TimeToHireDays
10458,Christopher Hill,Finance,2025-07-01,Indeed,Accountant,38
10459,Richard Smith,News & Content,2026-06-14,Indeed,Photojournalist,32
10460,Richard Alvarez,News & Content,2019-02-02,Career Site,Producer,18
10461,Jacqueline Davis,News & Content,2026-03-29,LinkedIn,News Director,25
10462,Brandon Montgomery,News & Content,2024-08-10,Employee Referral,Reporter,20
10463,Yolanda G. Garrett,News & Content,2019-04-08,Employee Referral,Reporter,45
10464,Matthew Miles,Sales,2021-11-01,Indeed,Sales Manager,31
10465,Beth Hall,News & Content,2025-11-15,Employee Referral,Producer,36
10466,Dr. Nicole Trujillo,Engineering,2021-11-16,LinkedIn,Systems Engineer,27
10467,Corey Norris,Finance,2023-01-03,Recruiter Sourced,Financial Analyst,48
10468,Chad Roach,News & Content,2024-03-29,LinkedIn,Photojournalist,41
10469,Mr. Edward Terry,News & Content,2024-08-07,Career Site,Editor,35
10470,Cody Bailey,Sales,2019-08-28,Indeed,Sales Coordinator,33
